,content,sentiment
5867,courtney found herself in a grim situation,sadness
5868,courtney found herself in a heartbreaking situation,sadness
5869,courtney found herself in a gloomy situation,sadness
5870,courtney found herself in a horrible situation,fear
5871,courtney found herself in a threatening situation,fear
5872,courtney found herself in a terrifying situation,fear
5873,courtney found herself in a shocking situation,fear
5874,courtney found herself in a dreadful situation,fear
5875,courtney found herself in a funny situation,joy
5876,courtney found herself in a hilarious situation,joy
5877,courtney found herself in an amazing situation,joy
5878,courtney found herself in a wonderful situation,joy
5879,courtney found herself in a great situation,joy
5880,heather found herself in an irritating situation,anger
5881,heather found herself in a vexing situation,anger
5882,heather found herself in an outrageous situation,anger
5883,heather found herself in an annoying situation,anger
5884,heather found herself in a displeasing situation,anger
5885,heather found herself in a depressing situation,sadness
5886,heather found herself in a serious situation,sadness
5887,heather found herself in a grim situation,sadness
5888,heather found herself in a heartbreaking situation,sadness
5889,heather found herself in a gloomy situation,sadness
5890,heather found herself in a horrible situation,fear
5891,heather found herself in a threatening situation,fear
5892,heather found herself in a terrifying situation,fear
5893,heather found herself in a shocking situation,fear
5894,heather found herself in a dreadful situation,fear
5895,heather found herself in a funny situation,joy
5896,heather found herself in a hilarious situation,joy
5897,heather found herself in an amazing situation,joy
5898,heather found herself in a wonderful situation,joy
5899,heather found herself in a great situation,joy
5900,melanie found herself in an irritating situation,anger
5901,melanie found herself in a vexing situation,anger
5902,melanie found herself in an outrageous situation,anger
5903,melanie found herself in an annoying situation,anger
5904,melanie found herself in a displeasing situation,anger
5905,melanie found herself in a depressing situation,sadness
5906,melanie found herself in a serious situation,sadness
5907,melanie found herself in a grim situation,sadness
5908,melanie found herself in a heartbreaking situation,sadness
5909,melanie found herself in a gloomy situation,sadness
5910,melanie found herself in a horrible situation,fear
5911,melanie found herself in a threatening situation,fear
5912,melanie found herself in a terrifying situation,fear
5913,melanie found herself in a shocking situation,fear
5914,melanie found herself in a dreadful situation,fear
5915,melanie found herself in a funny situation,joy
5916,melanie found herself in a hilarious situation,joy
5917,melanie found herself in an amazing situation,joy
5918,melanie found herself in a wonderful situation,joy
5919,melanie found herself in a great situation,joy
5920,katie found herself in an irritating situation,anger
5921,katie found herself in a vexing situation,anger
5922,katie found herself in an outrageous situation,anger
5923,katie found herself in an annoying situation,anger
5924,katie found herself in a displeasing situation,anger
5925,katie found herself in a depressing situation,sadness
5926,katie found herself in a serious situation,sadness
5927,katie found herself in a grim situation,sadness
5928,katie found herself in a heartbreaking situation,sadness
5929,katie found herself in a gloomy situation,sadness
5930,katie found herself in a horrible situation,fear
5931,katie found herself in a threatening situation,fear
5932,katie found herself in a terrifying situation,fear
5933,katie found herself in a shocking situation,fear
5934,katie found herself in a dreadful situation,fear
5935,katie found herself in a funny situation,joy
5936,katie found herself in a hilarious situation,joy
5937,katie found herself in an amazing situation,joy
5938,katie found herself in a wonderful situation,joy
5939,katie found herself in a great situation,joy
5940,betsy found herself in an irritating situation,anger
5941,betsy found herself in a vexing situation,anger
5942,betsy found herself in an outrageous situation,anger
5943,betsy found herself in an annoying situation,anger
5944,betsy found herself in a displeasing situation,anger
5945,betsy found herself in a depressing situation,sadness
5946,betsy found herself in a serious situation,sadness
5947,betsy found herself in a grim situation,sadness
5948,betsy found herself in a heartbreaking situation,sadness
5949,betsy found herself in a gloomy situation,sadness
5950,betsy found herself in a horrible situation,fear
5951,betsy found herself in a threatening situation,fear
5952,betsy found herself in a terrifying situation,fear
5953,betsy found herself in a shocking situation,fear
5954,betsy found herself in a dreadful situation,fear
5955,betsy found herself in a funny situation,joy
5956,betsy found herself in a hilarious situation,joy
5957,betsy found herself in an amazing situation,joy
5958,betsy found herself in a wonderful situation,joy
5959,betsy found herself in a great situation,joy
5960,kristin found herself in an irritating situation,anger
5961,kristin found herself in a vexing situation,anger
5962,kristin found herself in an outrageous situation,anger
5963,kristin found herself in an annoying situation,anger
5964,kristin found herself in a displeasing situation,anger
5965,kristin found herself in a depressing situation,sadness
5966,kristin found herself in a serious situation,sadness
5967,kristin found herself in a grim situation,sadness
5968,kristin found herself in a heartbreaking situation,sadness
5969,kristin found herself in a gloomy situation,sadness
5970,kristin found herself in a horrible situation,fear
5971,kristin found herself in a threatening situation,fear
5972,kristin found herself in a terrifying situation,fear
5973,kristin found herself in a shocking situation,fear
5974,kristin found herself in a dreadful situation,fear
5975,kristin found herself in a funny situation,joy
